#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
6365,swinging documentary,us,0,40,0,,,,swinging documentaries,2020-10-09 07:47:32,,70
6366,austin homelessness,us,14,40,,,,,austin homeless,2020-10-17 01:54:47,"Featured snippet,People also ask,Sitelinks",40
6367,etc hosts on windows,us,46,40,20,,,,windows host file,2020-10-10 19:20:55,"Featured snippet,Thumbnails,Top stories",70
6368,bollywood 2015 movies,us,6,40,0,,,,hindi movies released 2015,2020-10-05 10:51:18,"Top stories,Thumbnails",450
6369,cute painted rock ideas,us,24,40,,,,,rock painting ideas,2020-10-07 06:06:38,"Image pack,Top stories,Thumbnails",40
6370,catholic chicago,us,30,40,0,,,,chicago catholic,2020-09-26 05:47:09,"Top stories,Thumbnails",70
6371,prism rco,us,5,40,0,,,,rco prism,2020-10-17 06:46:22,,60
6372,apartments for rent merrillville indiana,us,1,40,0.5,,,,merrillville indiana apartments,2020-09-25 17:08:49,"Image pack,Adwords bottom",40
6373,current events israel,us,77,40,2,,,,israel,2020-09-20 00:47:07,"Top stories,Thumbnails,Image pack",60
6374,cnn dem debate live,us,61,40,0,,,,democratic debate time,2020-10-04 10:42:44,,40
6375,beaumont ca restaurants,us,1,40,0,,,,restaurant in beaumont ca,2020-09-24 02:19:11,Image pack,40
6376,house party trivia,us,29,40,,,,,houseparty game,2020-10-18 15:37:30,"People also ask,Image pack",40
6377,stolen generations australia,us,26,40,0.07,,,,stolen generation,2020-10-13 20:09:05,"Adwords top,People also ask,Top stories,Thumbnails",250
6378,museum of lights in los angeles,us,26,40,0.8,,,,museum of lights,2020-10-03 13:44:22,"Image pack,Top stories,Thumbnails",40
6379,labels for moving boxes,us,12,40,2,,,,moving labels,2020-10-20 03:05:07,"People also ask,Image pack",50
6380,bookstores santa monica,us,27,40,,,,,bookstore santa monica,2020-10-08 06:51:05,,50
6381,leonore dr martens,us,1,40,,,,,dr martens leonore,2020-10-16 23:41:27,"Shopping results,Thumbnails,Image pack",150
6382,framing a tray ceiling,us,2,40,0.02,,,,tray ceiling,2020-09-24 06:26:29,"Featured snippet,Thumbnails,Image pack,People also ask,Top stories",50
6383,gmc terrain 2014 reviews,us,4,40,0.9,,,,2014 gmc terrain,2020-09-22 05:15:02,"People also ask,Top stories,Thumbnails",60
6384,logistics consultancy,us,6,40,5,,,,logistics consulting,2020-10-03 20:20:40,"Adwords top,People also ask,Top stories,Thumbnails",90
6385,pushes thesaurus,us,8,40,,,,,push synonym,2020-10-03 00:52:57,"People also ask,Image pack",50
6386,yellowstone trail maps,us,26,40,,,,,yellowstone hikes,2020-10-05 17:03:49,Image pack,50
6387,friday the 13th film location,us,3,40,,,,,where was friday the 13th filmed,2020-10-11 23:44:36,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",60
6388,snow gear for men,us,9,40,1,,,,mens snow clothes,2020-09-25 21:25:44,"Shopping results,Thumbnails,Image pack",60
6389,mouth breather child,us,6,40,,,,,mouth breathing,2020-10-13 00:33:05,"People also ask,Image pack",50
6390,fuzzy grey blanket,us,0,40,1.7,,,,grey fuzzy blanket,2020-10-05 18:03:53,"Shopping results,Thumbnails,Image pack",50
6391,john p kee i believe,us,0,40,0,,,,john p.kee i believe,2020-10-13 03:36:20,"Thumbnails,Top stories",50
6392,moving home company,us,33,40,25,,,,moving companies,2020-09-20 04:14:25,People also ask,400
6393,yellow memes,us,0,40,,,,,funny yellow,2020-09-26 12:52:20,"Image pack,Top stories,Thumbnails",60
6394,meaning of gross domestic product,us,70,40,,,,,gdp,2020-10-16 18:11:38,"Knowledge card,People also ask,Sitelinks",150
6395,before and after dark circles,us,13,40,4,,,,can drinking water get rid of dark circles,2020-09-20 18:38:59,"Image pack,People also ask",50
6396,microchip for animals,us,55,40,1.5,,,,pet microchip,2020-09-20 01:41:23,"People also ask,Top stories,Thumbnails",80
6397,trust certificate form,us,11,40,5,,,,certification of trust california,2020-10-16 20:35:16,"Image pack,People also ask",50
6398,h2 capital partners,us,2,40,0,,,,h/2 capital partners,2020-10-02 07:30:47,Adwords bottom,60
6399,klipsch for sale,us,6,40,1,,,,klipsch speakers for sale,2020-10-19 19:55:55,Image pack,70
6400,how to write poetry books,us,1,40,1.3,,,,how to write poetry book,2020-09-22 13:46:29,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",70
6401,uni-power,us,33,40,,,,,captain universe,2020-09-21 02:37:26,"People also ask,Top stories,Thumbnails,Image pack",100
6402,babe ruth's batting average,us,45,40,0,,,,babe ruth stats,2020-09-24 16:27:26,"Featured snippet,Thumbnails,People also ask,Top stories",60
6403,weather in beverly hills mi,us,0,40,0,,,,weather in beverly hills mi,2020-09-27 07:20:47,"Knowledge card,Image pack",40
6404,who was james beard,us,34,40,0,,,,james beard,2020-09-22 17:54:00,"Featured snippet,Thumbnails,People also ask,Top stories",40
6405,target trade in gift cards,us,15,40,,,,,target trade in,2020-10-02 04:38:50,People also ask,40
6406,road bike cycle,us,43,40,0.8,,,,road bike,2020-09-22 12:22:06,"People also ask,Image pack,Top stories,Thumbnails",150
6407,royal bahamian sandals reviews,us,6,40,0,,,,sandals royal bahamian reviews,2020-09-25 00:45:45,"Adwords top,People also ask,Top stories,Thumbnails,Image pack",70
6408,cuerno pan,us,0,40,,,,,mexican pastries,2020-09-26 12:25:49,"Image pack,Top stories,Thumbnails",250
6409,oxford north,us,1,40,,,,,oxford north fullerton,2020-10-11 05:31:26,"Adwords top,Top stories,Thumbnails,Image pack",90
6410,zombie vs plants video,us,33,40,,,,,plant vs zombie video,2020-10-11 20:54:51,Adwords bottom,50
6411,otc cream for psoriasis,us,24,40,2,,,,what is the best over the counter medicine for psoriasis?,2020-09-24 12:42:39,"People also ask,Image pack,Shopping results,Thumbnails",40
6412,uk independent news,us,82,40,,,,,independent uk,2020-10-04 12:25:00,People also ask,60
6413,sign in online,us,72,40,0.08,,,,bank of america online banking,2020-09-26 20:22:17,,100
6414,build a boat plans,us,24,40,,,,,boat plans,2020-10-10 17:18:46,"Top stories,Thumbnails,Image pack",100
6415,synonym for vista,us,1,40,0,,,,vista synonym,2020-10-11 11:23:58,"Knowledge card,People also ask",50
6416,vw beetle 2007,us,2,40,0.9,,,,2007 volkswagen beetle,2020-09-25 01:57:38,"People also ask,Top stories,Thumbnails",60
6417,vet san angelo,us,18,40,,,,,los caballos veterinary clinic,2020-10-05 19:51:54,"Top stories,Thumbnails,Image pack",50
6418,strapping wood,us,4,40,0.04,,,,1 by 3 wood,2020-10-02 12:38:53,"Adwords top,People also ask,Image pack,Top stories,Thumbnails,Shopping results",150
6419,superyou moon juice,us,7,40,,,,,super yoy,2020-10-05 02:53:27,"Adwords top,Image pack,Shopping results,Thumbnails",40
6420,missing child database,us,59,40,2.5,,,,missing children,2020-09-22 16:18:29,,60
6421,download tiktok app,us,64,40,,,,,tiktok,2020-10-18 12:14:11,"Adwords top,People also ask",300
6422,green olives recipes,us,7,40,0.6,,,,olive recipes,2020-09-25 09:02:37,"Top stories,Thumbnails,People also ask",80
6423,psalm 101:7,us,5,40,,,,,psalm 101:7,2020-10-04 03:14:40,Image pack,50
6424,whole milk low moisture mozzarella,us,0,40,,,,,low moisture mozzarella,2020-10-09 14:09:24,"People also ask,Image pack",50
6425,what size is this ring,us,52,40,,,,,how to measure ring size,2020-10-11 22:39:36,"Adwords top,Image pack,People also ask,Top stories,Thumbnails",60
6426,leather work classes,us,7,40,0.25,,,,leather working classes,2020-10-14 06:51:25,"Featured snippet,Top stories,Thumbnails",60
6427,top 10 tallest building in the world,us,48,40,,,,,tallest skycrapers,2020-10-08 02:02:46,"People also ask,Top stories,Thumbnails,Image pack",350
6428,organic multivitamin for men,us,5,40,,,,,organic vitamins for men,2020-10-05 03:21:16,"Shopping results,Thumbnails,People also ask,Image pack",60
6429,tire size mazda 3,us,0,40,0.25,,,,mazda 3 tire size,2020-10-13 05:08:38,People also ask,80
6430,realtek driver downloads,us,56,40,0.7,,,,realtek audio driver,2020-10-17 00:02:54,People also ask,70
6431,race car liveries,us,2,40,,,,,racing livery,2020-10-09 22:21:09,"Image pack,People also ask,Top stories,Thumbnails",90
6432,pearl necklace with cross,us,0,40,1.5,,,,pearl cross pendant,2020-09-22 10:46:57,Image pack,50
6433,creative place making,us,12,40,,,,,creative placemaking,2020-10-04 11:15:27,"Adwords top,Featured snippet,People also ask,Top stories,Thumbnails,Adwords bottom",40
6434,scion toyota 2016,us,10,40,3.5,,,,scion ia,2020-09-30 03:50:22,"People also ask,Top stories,Thumbnails",100
6435,bike trails in milwaukee,us,2,40,0.9,,,,milwaukee bike trail,2020-10-20 03:15:55,"Sitelinks,Image pack",40
6436,patriotic poets,us,3,40,0,,,,patriotic poems,2020-09-26 02:28:00,"Featured snippet,Top stories,Thumbnails,Image pack",90
6437,infrared heater review,us,19,40,0.9,,,,infrared heater,2020-09-25 23:02:47,"People also ask,Top stories,Thumbnails,Image pack",70
6438,hotel in suwanee ga,us,0,40,3.5,,,,suwanee hotels,2020-09-22 13:43:51,Image pack,60
6439,performance camshafts,us,16,40,,,,,comp cams,2020-10-16 21:52:19,"Sitelinks,Adwords bottom",90
6440,girl scouts southeast michigan,us,13,40,2,,,,gssem,2020-09-27 08:20:34,"Sitelinks,Image pack",40
6441,washington state subaru dealers,us,50,40,7,,,,subaru dealers washington state,2020-09-26 10:24:28,Image pack,60
6442,youngfrankk,us,3,40,,,,,young frankk,2020-10-14 17:13:55,"Sitelinks,Top stories,Thumbnails,Image pack",50
6443,panacur wormer for horses,us,4,30,0.7,,,,panacure horse wormer,2020-09-24 14:49:27,"Shopping results,Thumbnails,Featured snippet,People also ask",60
6444,midnight fantasy britney spears,us,3,30,0.6,,,,mid night fantasy,2020-10-13 05:21:22,"People also ask,Top stories,Thumbnails,Image pack",600
6445,measuring bolts,us,5,30,1.6,,,,how to measure a bolt,2020-10-11 21:23:54,"Featured snippet,Thumbnails,Top stories",70
6446,asl dating,us,3,30,1.3,,,,asl dating,2020-10-16 20:58:19,"Featured snippet,Thumbnails,People also ask",40
6447,murfreesboro tn used cars,us,4,30,4,,,,used cars murfreesboro,2020-10-13 16:57:18,,30
6448,u.s. birth rate by year,us,52,30,,,,,us birth rate,2020-10-17 09:05:14,"Knowledge card,People also ask,Image pack",40
6449,how to get moped license,us,11,30,1.2,,,,do i need a motorcycle license for a scooter,2020-10-02 04:39:44,"Featured snippet,People also ask,Top stories,Thumbnails",50
6450,most beautiful wedding dresses in the world,us,27,30,0.35,,,,most beautiful wedding dresses,2020-10-09 21:55:39,"Image pack,People also ask,Top stories,Thumbnails",40
6451,stucco house paint,us,11,30,,,,,stucco paint,2020-10-09 04:23:55,"Image pack,People also ask,Top stories,Thumbnails,Adwords bottom",50
6452,real estate psa,us,10,30,0,,,,pricing strategy advisor,2020-10-03 15:45:18,"Featured snippet,People also ask,Top stories,Thumbnails",30
6453,arcade car game,us,6,30,0.3,,,,arcade car games,2020-10-18 14:34:31,Image pack,50
6454,michaels cake box,us,0,30,,,,,cake boxes michaels,2020-10-02 02:31:52,"Image pack,Shopping results,Thumbnails",30
6455,graph embeddings,us,11,30,,,,,graph embedding,2020-10-16 16:03:31,,40
6456,requirements for fau,us,5,30,3.5,,,,fau requirements,2020-10-03 01:29:55,"People also ask,Image pack",30
6457,free youtube beats,us,12,30,,,,,royalty free beats,2020-10-08 14:29:53,People also ask,30
6458,kpop male idol,us,3,30,,,,,korean male,2020-10-16 20:17:10,"Featured snippet,Thumbnails,People also ask",50
6459,walgreens on 3rd street,us,0,30,,,,,walgreens 40214,2020-10-02 22:43:17,,30
6460,optical fiber switch,us,3,30,4.5,,,,optical switch,2020-10-11 10:54:09,"Featured snippet,People also ask,Top stories,Thumbnails",80
6461,rug backer,us,22,30,0.7,,,,rug pad,2020-10-11 19:20:58,"People also ask,Top stories,Thumbnails,Image pack,Adwords bottom",40
6462,meaning of jetties,us,26,30,,,,,jetty definition,2020-09-27 08:49:00,"Knowledge card,People also ask,Image pack",40
6463,fishing charters jupiter fl,us,18,30,2.5,,,,jupiter fishing charters,2020-10-16 12:39:01,"Sitelinks,Image pack",30
6464,cpa in ohio,us,8,30,7,,,,ohio cpa requirements,2020-10-20 15:31:13,"People also ask,Sitelinks,Adwords bottom",40
6465,bearing motor,us,2,30,1,,,,motor bering,2020-10-01 12:43:09,"People also ask,Top stories,Thumbnails,Image pack",1700
6466,بازی جنگی,us,2,30,1,,,,بازی جنگی,2020-10-10 13:53:08,Image pack,600
6467,billabong sincerely jules,us,3,30,,,,,julie sarinana,2020-10-15 14:08:59,"Shopping results,Thumbnails,Adwords top,Sitelinks,Image pack,Top stories",70
6468,menstruacion con coagulos,us,6,30,0,,,,coágulos de sangre en la menstruacion,2020-10-18 21:54:48,"Featured snippet,Image pack,Sitelinks,People also ask",1200
6469,cedar edge,us,6,30,,,,,cedar edge,2020-10-16 14:41:42,,50
6470,synonym for incorrigible,us,1,30,0,,,,incorrigible thesaurus,2020-10-04 02:35:41,"Knowledge card,People also ask,Image pack",40
6471,star wars quotes force,us,20,30,0,,,,quotes about the force,2020-09-24 04:45:01,"People also ask,Image pack,Top stories,Thumbnails",100
6472,hwy9,us,6,30,,,,,hwy9,2020-10-05 04:14:30,,60
6473,http //localhost/phpmyadmin,us,31,30,,,,,phpmyadmin,2020-09-24 11:16:16,"People also ask,Top stories,Thumbnails,Image pack",3700
6474,apartments for sale in mn,us,3,30,2.5,,,,apartments for sale mn,2020-09-20 08:59:21,Image pack,30
6475,thrift store winchester va,us,0,30,,,,,thrift stores winchester va,2020-09-27 18:17:18,Image pack,40
6476,lebanon sweets,us,3,30,2,,,,lebon sweet,2020-10-20 09:25:57,"Sitelinks,Image pack",40
6477,funny pictures moving,us,1,30,0,,,,funny moving images,2020-09-27 02:12:39,Image pack,30
6478,2004 mazda rx8 6 speed,us,0,30,1.8,,,,2004 mazda rx8 horsepower,2020-10-13 06:24:06,"People also ask,Top stories,Thumbnails",30
6479,beyonce before i let you go,us,25,30,,,,,beyonce before i let go,2020-10-15 00:06:20,"Thumbnails,People also ask",40
6480,food truck for sale in ct,us,1,30,,,,,food trucks for sale in ct,2020-10-03 19:59:49,"Image pack,Top stories,Thumbnails",30
6481,used motorcycle trikes sale,us,22,30,0.5,,,,trikes for sale,2020-09-23 13:28:26,"Top stories,Thumbnails,Image pack",60
6482,meaning of text emojis,us,65,30,2.5,,,,emojipedia,2020-10-03 03:30:26,"People also ask,Top stories,Thumbnails,Image pack",50
6483,green dog cafe,us,0,30,0,23,0.7,1.34,greendog cafe,2020-10-07 09:52:18,"Top stories,Thumbnails,Image pack",40
6484,super greens powder review,us,22,30,0.9,,,,greens supplement,2020-09-26 14:21:35,People also ask,150
6485,bug burgers,us,5,30,,,,,bugs burgers,2020-09-25 00:13:21,"Featured snippet,Thumbnails,Top stories",50
6486,set timezone in php,us,13,30,0,,,,php set timezone,2020-10-08 21:00:00,"Top stories,Thumbnails",1100
6487,west virginia spas,us,4,30,4.5,,,,west virginia spa resorts,2020-10-13 10:25:15,,40
6488,goodwine funeral homes robinson il,us,1,30,,,,,goodwine funeral home,2020-10-20 00:57:40,Sitelinks,30
6489,villa rentals spain,us,20,30,2,,,,villas to rent in spain,2020-09-23 20:40:22,,600
6490,primitive painters,us,0,30,0,,,,felt primitive painters,2020-10-05 03:49:21,"Thumbnails,Top stories,Image pack",150
6491,wheelbarrow dual wheel,us,2,30,0.6,,,,dual wheel wheelbarrow,2020-10-17 13:33:19,Sitelinks,60
6492,kreg tables,us,2,30,0.8,,,,kreg table,2020-09-21 14:32:02,"Shopping results,Thumbnails,Image pack",50
6493,justin time moving,us,4,30,17,,,,justin time moving,2020-09-27 22:44:22,Image pack,30
6494,honda civic 2009 battery,us,0,30,,,,,2009 honda civic battery,2020-10-16 17:17:52,"People also ask,Image pack",50
6495,swim with dolphins clearwater florida,us,12,30,1.3,,,,swim with dolphins florida,2020-10-11 19:27:44,"People also ask,Top stories,Thumbnails,Image pack",40
6496,burke and cristina,us,5,30,0,,,,preston burke,2020-10-11 22:04:21,"People also ask,Top stories,Thumbnails,Image pack",70
6497,kristen gwynne,us,0,30,,20,0.61,1.07,kristen alternet,2020-10-02 21:37:05,"Image pack,Top stories,Thumbnails",90
6498,art profile pictures,us,0,30,,,,,artistic images,2020-10-08 22:25:01,"Image pack,Top stories,Thumbnails",40
6499,what companies do coca cola own,us,26,30,0,,,,coca cola products,2020-10-10 14:51:30,"Featured snippet,Thumbnails,People also ask",100
6500,social network for gamers,us,21,30,2,,,,gaming social network,2020-10-11 15:02:24,"People also ask,Top stories,Thumbnails",90
6501,quick release plates,us,1,30,,,,,quick release plate,2020-10-14 21:54:25,"Top stories,Thumbnails,People also ask,Image pack",60
6502,2010 truck,us,3,30,,,,,2010 trucks for sale,2020-10-02 21:06:33,"Image pack,Top stories,Thumbnails",40
6503,what type of cancer is most common,us,72,30,2.5,,,,most common cancer,2020-10-08 01:19:18,"Featured snippet,People also ask",30
6504,barbecue caterers,us,24,30,3.5,,,,bbq catering near me,2020-09-23 01:03:57,,70
6505,childs harley quinn costume,us,3,30,0.25,,,,kids harley quinn costume,2020-10-13 19:55:27,Image pack,60
6506,thermador appliance packages,us,6,30,,,,,thermador package,2020-09-23 00:50:07,"Top stories,Thumbnails,Image pack",30
6507,locking clips for seat belts,us,1,30,0.2,,,,seat belt locking clip,2020-10-13 15:48:31,"People also ask,Top stories,Thumbnails,Image pack",40
6508,swivel club chair leather,us,5,30,2.5,,,,swivel club chairs,2020-10-09 12:04:18,"Image pack,Shopping results,Thumbnails",50
6509,clayton homes of london ky,us,3,30,0.4,,,,clayton homes london ky,2020-09-22 04:56:22,"Sitelinks,Image pack",30
6510,classic weekend 2019,us,1,30,,,,,classic weekend,2020-10-14 21:53:06,People also ask,30
6511,enodebs,us,4,30,,,,,enb meaning,2020-10-20 17:19:56,"Featured snippet,Sitelinks,People also ask",30
6512,wind disadvantages,us,22,30,0.6,,,,wind power pros and cons,2020-09-24 00:12:20,"Featured snippet,Thumbnails,Top stories",80
6513,cat contact lens,us,2,30,0.7,,,,cat eye contacts,2020-10-06 12:13:08,"Adwords top,People also ask,Image pack,Top stories,Thumbnails",60
6514,quiebre,us,0,30,,,,,quiebre,2020-10-17 23:51:52,"Featured snippet,Image pack",1600
6515,planktonic animals,us,38,30,,,,,plankton,2020-09-20 11:52:42,"Featured snippet,Thumbnails,Top stories",40
6516,dodge shelby dakota,us,3,30,,,,,shelby dakota,2020-10-11 20:26:17,"Featured snippet,Top stories,Thumbnails",50
6517,call center outbound,us,3,30,95,,,,sales call center,2020-09-26 09:23:34,People also ask,800
6518,nyx at walgreens,us,0,30,1.7,,,,nyx cosmetics walgreens,2020-10-20 05:37:35,"People also ask,Image pack",30
6519,at home income,us,62,30,1,,,,how to make money from home,2020-09-22 14:13:35,"People also ask,Top stories,Thumbnails",40
6520,redington sonic-pro wader,us,1,30,1.2,,,,redington sonic pro wader,2020-10-04 07:51:59,"Shopping results,Thumbnails,Top stories,Image pack,Adwords bottom",30
6521,200 dirt bikes,us,3,30,0.08,,,,150cc 2 stroke dirt bike,2020-10-13 23:34:09,"Top stories,Thumbnails,Image pack,People also ask",40
6522,men in sparta,us,35,30,0.02,,,,spartan man,2020-10-17 23:30:25,"Featured snippet,Thumbnails,People also ask",60
6523,harwich beaches,us,1,30,0,,,,harwich ma beaches,2020-10-11 16:54:01,"People also ask,Image pack",40
6524,long beach boeing,us,1,30,0,,,,boeing long beach,2020-10-17 12:30:46,"Sitelinks,Image pack",50
6525,tastee bites,us,0,30,0,,,,tastee bites joliet,2020-09-22 17:58:35,"Top stories,Thumbnails,Image pack",50
6526,the gold song lyrics,us,0,30,0,,,,the gold song lyrics,2020-09-27 11:20:34,"Top stories,Thumbnails",50
6527,cheap land tn,us,9,30,0.3,,,,tennessee land for sale,2020-10-20 13:29:54,"Sitelinks,People also ask",30
6528,sacramento trucks for sale,us,1,30,1.6,,,,used trucks for sale sacramento ca,2020-09-20 08:53:41,,40
6529,175 prime factorization,us,0,30,,,,,factors of 175,2020-09-25 08:10:38,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",40
6530,crimping tool for gutters,us,0,30,1.1,,,,gutter crimping tool,2020-09-24 12:45:03,"Shopping results,Thumbnails,Top stories,People also ask,Image pack",40
6531,charleston county sc population,us,4,30,,,,,charleston sc population 2016,2020-10-08 06:40:46,"Knowledge card,People also ask",30
6532,feria hair dye red,us,0,30,0.3,,,,feria red hair dye,2020-09-24 02:11:26,"Image pack,People also ask,Top stories,Thumbnails",50
6533,trophy acrylic,us,13,30,9,,,,acrylic awards,2020-10-20 17:25:29,"Shopping results,Thumbnails,Adwords top,Sitelinks,Image pack",300
6534,outdoor heated pet pad,us,9,30,1.3,,,,outdoor heating pad,2020-10-19 22:36:25,Sitelinks,40
6535,epcot posters,us,2,30,,,,,epcot poster,2020-09-23 02:56:49,"Image pack,Top stories,Thumbnails",30
6536,foundation of government,us,10,30,,,,,foundations of government,2020-10-19 04:40:30,"Featured snippet,Sitelinks,People also ask",40
6537,wnba meme,us,0,30,0,,,,wnba memes,2020-10-05 05:01:09,"Image pack,Top stories,Thumbnails",30
6538,target stitch onesie,us,0,30,0.45,,,,stitch onesie target,2020-10-08 08:54:34,"Shopping results,Thumbnails",30
6539,hotel larkspur landing,us,41,30,1.9,,,,larkspur landing,2020-10-02 11:03:28,"Image pack,Adwords bottom",50
6540,teenager cake ideas,us,0,30,,,,,teenage girls birthday cakes,2020-09-25 08:28:08,"Image pack,Top stories,Thumbnails",60
6541,high school graduation honors,us,11,30,0,,,,what gpa do you need to get a cord,2020-09-22 16:26:36,"Featured snippet,People also ask,Image pack",50
6542,hour in germany,us,36,30,0,,,,time in germany,2020-10-08 11:27:36,"Knowledge card,People also ask,Top stories,Thumbnails",200
6543,ruched plus size dresses,us,2,30,0.7,,,,plus size ruched dress,2020-10-20 14:13:25,"Image pack,Sitelinks",40
6544,yellow essie nail polish,us,1,30,0.6,,,,essie yellow nail polish,2020-10-14 08:03:29,"Image pack,Top stories,Thumbnails",50
6545,collapsible kennels for dogs,us,2,30,2,,,,collapsible kennel,2020-10-06 11:47:29,"Shopping results,Thumbnails,Top stories,Adwords bottom",30
6546,bass boats for sale alabama,us,10,30,0.7,,,,bass boats for sell in alabama,2020-10-13 04:17:49,Image pack,30
6547,spaceview accutron,us,4,30,0.04,,,,bulova accutron spaceview,2020-09-24 14:01:40,"Shopping results,Thumbnails,Top stories,Image pack,Adwords bottom",60
6548,artichoke types,us,5,30,0,,,,artichoke plant varieties,2020-10-17 00:03:21,"Featured snippet,Thumbnails,People also ask,Sitelinks",100
6549,nclex rn reviews,us,60,30,2.5,,,,nclex review,2020-09-25 23:03:08,"People also ask,Top stories,Thumbnails",50
6550,lincoln continental 1964 convertible,us,3,30,0.01,,,,1964 lincoln continental for sale,2020-09-27 06:10:37,"Image pack,Top stories,Thumbnails",50
6551,exploding elmo,us,0,30,0,,,,elmo dies,2020-09-21 21:46:29,Image pack,40
6552,la gegua,us,0,30,,,,,la siguanaba,2020-10-07 00:57:45,,40
6553,new jersey boat dealers,us,24,30,0.2,,,,new jersey outboards,2020-09-20 11:08:08,"Top stories,Thumbnails",30
6554,field company cast iron skillet no,us,50,30,,,,,field cast iron,2020-09-20 17:29:58,"Top stories,Thumbnails,People also ask,Image pack",30
6555,what is locums,us,18,30,,,,,locum,2020-10-15 09:36:38,"Adwords top,Knowledge card,People also ask,Top stories,Thumbnails,Adwords bottom",40
6556,cordless vacuum blower,us,39,30,1.4,,,,cordless leaf vacuum,2020-10-13 00:35:49,"People also ask,Top stories,Thumbnails",60
6557,nail salons in burleson,us,2,30,1,,,,nail salons burleson tx,2020-10-18 06:59:18,"Sitelinks,Image pack",30
6558,dentistry economics,us,1,30,0.6,,,,dental economics,2020-10-19 16:15:04,Sitelinks,40
6559,bracelets unisex,us,1,30,1,,,,unisex bracelets,2020-09-27 17:49:23,"Image pack,Top stories,Thumbnails",30
6560,carlsbad wells fargo,us,0,30,,,,,wells fargo bank carlsbad nm,2020-10-08 07:08:50,,30
6561,アメリカ アマゾン,us,0,30,,,,,amazon usa,2020-10-10 13:15:52,"Tweet box,Top stories,Thumbnails,Adwords bottom",5200
6562,rubber band bracelet with beads,us,1,30,0.15,,,,youtube rubber band bracelet,2020-10-18 03:48:39,"People also ask,Image pack",30
6563,ebt my benefits,us,62,30,0.8,,,,mybenefits,2020-10-20 02:17:27,Sitelinks,30
6564,ladies dresses for church,us,12,30,0.7,,,,church dresses,2020-10-04 11:33:16,"Image pack,Adwords bottom",40
6565,money cheat gta san andreas,us,40,30,0,,,,gta san andreas cheats,2020-10-08 12:17:40,"People also ask,Top stories,Thumbnails",80
6566,austin cosmetology schools,us,21,30,17,,,,cosmetology schools austin,2020-09-27 10:41:04,"Image pack,Adwords bottom",40
6567,walkers youtube,us,4,30,,,,,walkers 2016,2020-09-20 10:49:19,Image pack,30
6568,apartments to rent in naples,us,12,30,1,,,,apartments naples fl,2020-10-20 02:53:24,"Sitelinks,Image pack",40
6569,3 brother tattoos,us,5,30,,,,,3 brothers tattoo,2020-10-10 19:23:01,Image pack,30
6570,bbq grill with rotisserie,us,2,30,1.2,,,,gas grills with rotisserie burner,2020-10-04 03:31:21,"Top stories,Thumbnails,Image pack",60
6571,blueberry greek yogurt muffins,us,18,30,0,,,,healthy blueberry muffins,2020-09-26 21:56:50,"Top stories,Thumbnails",100
6572,mini golf diy,us,8,30,0,,,,diy mini golf,2020-09-22 23:19:50,"Image pack,People also ask",30
6573,3d modelling software for 3d printing,us,41,30,4.5,,,,3d printing software,2020-09-27 13:34:38,"People also ask,Top stories,Thumbnails",100
6574,images of christmas angels,us,1,30,0.01,,,,christmas angle pictures,2020-10-16 19:39:02,Image pack,60
6575,steve adler austin mayor,us,21,30,,,,,steve adler,2020-09-24 21:18:32,"Featured snippet,Tweet box,People also ask,Image pack",30
6576,maple grove schools,us,6,30,,,,,osseo school district,2020-10-04 12:17:24,"Sitelinks,Tweet box,Top stories,Thumbnails",50
6577,plumber plano tx,us,10,30,50,,,,plumber plano texas,2020-10-07 00:49:29,"Top stories,Thumbnails,Adwords bottom",50
6578,dockerfile volume mount,us,34,30,,,,,docker volume,2020-10-04 16:52:23,"Top stories,Thumbnails",80
6579,cotton jackets womens,us,2,30,3.5,,,,cotton jacket women,2020-10-13 21:59:01,"Adwords top,Image pack",80
6580,cookies and cream bars,us,13,30,0.35,,,,oreo bars,2020-10-03 16:12:08,"Top stories,Thumbnails,Image pack,Adwords bottom",100
6581,enzymatic cleaner dog urine,us,35,30,0.8,,,,rocco and roxie stain and odor eliminator,2020-09-27 04:39:31,"People also ask,Top stories,Thumbnails",40
6582,wilder vs tyson,us,33,30,,,,,wilder fury 2,2020-10-07 19:17:38,People also ask,150
6583,light pink plain background,us,0,30,,,,,plane pink backgrounds,2020-10-12 15:12:34,Image pack,40
6584,jan hammer miami vice (instrumental),us,7,30,,,,,jan hammer the original miami vice theme (instrumental),2020-10-11 12:21:08,,80
6585,jungles of panama,us,11,30,2,,,,darien gap,2020-10-13 22:39:40,"Featured snippet,Thumbnails,People also ask,Top stories",40
6586,freeworld game,us,41,30,0.4,,,,freeworld game,2020-09-25 20:02:28,"Top stories,Thumbnails,People also ask",40
6587,leavenworth washington campgrounds,us,11,30,,,,,leavenworth camping,2020-10-20 15:05:26,Image pack,30
6588,name of typhoid vaccine,us,37,30,3,,,,typhoid vaccine,2020-10-11 21:07:54,"Featured snippet,Image pack",100
6589,large cement planter,us,4,30,0.9,,,,large concrete planters,2020-10-19 22:26:11,"Shopping results,Thumbnails,Image pack,Top stories",50
